event_id_cnty,event_date,year,event_type,actor1,actor2,latitude,longitude,fatalities,dyad_name
UKR63074,08/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.8533,37.6065,1,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR62858,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.1394,37.7497,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR62894,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9808,36.2527,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62942,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.6284,38.1311,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62957,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.8726,38.096,1,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR62960,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.8533,37.6065,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62966,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5867,35.356,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62895,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),46.6558,32.6178,12,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR62921,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Military Forces of Russia (2000-),47.8195,36.8092,1,Military Forces of Russia (2000-) - Military Forces of Russia (2000-)
UKR62900,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.7306,37.5816,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62974,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.7369,31.1843,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62972,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.0824,36.3857,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62882,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9495,37.6138,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62878,07/07/2022 00:00,2022,Battles,NAF: United Armed Forces of Novorossiya,Military Forces of Ukraine (2019-),48.015,37.8014,3,NAF: United Armed Forces of Novorossiya - Military Forces of Ukraine (2019-)
UKR62958,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.1161,32.9112,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62939,07/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.1635,37.645,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62804,06/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.0464,37.9693,3,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62813,06/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.4621,38.2753,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62814,06/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.9442,31.5511,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62786,06/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9495,37.6138,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62792,06/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9808,36.2527,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62680,05/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.1394,37.7497,2,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR62750,05/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.8533,37.6065,2,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR62698,05/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9857,37.8625,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62700,05/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.0177,37.8063,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62699,05/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9495,37.6138,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
RUS8479,05/07/2022 00:00,2022,Explosions/Remote violence,Unidentified Military Forces,Police Forces of Russia (2000-) Border Service,50.7975,35.6536,1,Unidentified Military Forces - Police Forces of Russia (2000-) Border Service
UKR62710,05/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.006,37.5097,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62713,05/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.9836,37.2823,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
RUS8475,04/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Russia),47.2361,38.8968,1,Military Forces of Russia (2000-) Air Force - Civilians (Russia)
UKR62677,04/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.5169,33.2778,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62652,04/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9225,37.571,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62623,04/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.5956,37.9999,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
RUS8486,03/07/2022 00:00,2022,Explosions/Remote violence,Unidentified Military Forces,Civilians (Russia),50.6107,36.5802,5,Unidentified Military Forces - Civilians (Russia)
UKR62546,03/07/2022 00:00,2022,Violence against civilians,Military Forces of Russia (2000-),Civilians (Ukraine),47.4987,34.6574,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62569,03/07/2022 00:00,2022,Explosions/Remote violence,Unidentified Military Forces,Military Forces of Russia (2000-) Navy,47.1298,37.571,3,Unidentified Military Forces - Military Forces of Russia (2000-) Navy
UKR62596,03/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.8533,37.6065,6,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62606,03/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9871,36.5105,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62536,03/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.1066,36.1211,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62538,03/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.4615,37.0852,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62556,03/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9808,36.2527,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62567,03/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.0464,37.9693,3,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62583,03/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9225,37.571,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62598,03/07/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.8082,38.2588,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR62528,03/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.176,36.1205,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62423,02/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.1453,30.5264,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62397,02/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-) Air Force,Military Forces of Russia (2000-),47.9923,31.1428,10,Military Forces of Ukraine (2019-) Air Force - Military Forces of Russia (2000-)
UKR62439,02/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.8292,32.2214,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61898,01/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),46.0266,30.3702,21,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR62226,01/07/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.8533,37.6065,4,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61653,30/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.1394,37.7497,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61675,30/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.8726,38.096,1,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR62381,30/06/2022 00:00,2022,Battles,NAF: United Armed Forces of Novorossiya,Military Forces of Ukraine (2019-),48.567,39.3171,38,NAF: United Armed Forces of Novorossiya - Military Forces of Ukraine (2019-)
UKR61656,30/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.9935,37.4014,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61654,30/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.8359,36.688,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61668,30/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.2088,37.2485,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61657,30/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.006,37.5097,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61670,29/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.9672,32.0183,5,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62361,29/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.1932,37.9169,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62371,29/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.6333,38.378,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62373,29/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,49.0495,38.2179,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR61652,29/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.2088,37.2485,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61884,28/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.1394,37.7497,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR62369,28/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.4378,38.8438,10,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62160,28/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),50.4243,35.4799,2,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR61651,28/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.7545,33.3486,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61667,28/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.6128,31.5498,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61662,28/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.4593,35.0386,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62257,28/06/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.8479,35.1602,6,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR62374,28/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.6333,38.378,6,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR61664,28/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.0824,36.3857,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61669,27/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.8533,37.6065,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61672,27/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.9054,38.4353,8,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61673,27/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9808,36.2527,9,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61674,27/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.068,33.4204,20,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62362,27/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.0464,37.9693,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62360,27/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.1298,37.8594,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62372,27/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.438,38.2235,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR61649,26/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.4285,32.0621,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61661,26/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.8359,36.688,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61883,26/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),50.4646,30.4655,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR62359,26/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.3133,38.0416,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62358,26/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.4046,38.0817,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62355,26/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.8741,37.7193,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62356,26/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.9617,37.7734,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62370,26/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,49.0495,38.2179,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR62191,26/06/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.7579,37.2176,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR61874,25/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),50.7746,35.2597,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR61893,25/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),51.338,26.6019,4,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR61745,25/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),50.2649,28.6767,1,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR61647,25/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.2799,35.9818,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR62183,25/06/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),47.7966,37.9107,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR62181,25/06/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),49.0161,37.5083,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR62190,25/06/2022 00:00,2022,Battles,Military Forces of Russia (2000-),Military Forces of Ukraine (2019-),48.9933,37.352,10,Military Forces of Russia (2000-) - Military Forces of Ukraine (2019-)
UKR61646,25/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.5956,37.9999,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61043,24/06/2022 00:00,2022,Explosions/Remote violence,Unidentified Armed Group (Ukraine),Civilians (Ukraine),46.6558,32.6178,1,Unidentified Armed Group (Ukraine) - Civilians (Ukraine)
UKR60886,23/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.9054,38.4353,2,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR61610,23/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.3133,38.0416,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR61012,23/06/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.015,37.8014,34,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR61608,23/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.0233,37.7276,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR60998,23/06/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),46.6558,32.6178,3,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR61045,23/06/2022 00:00,2022,Explosions/Remote violence,Unidentified Military Forces,Civilians (Ukraine),50.3099,36.1498,1,Unidentified Military Forces - Civilians (Ukraine)
UKR61016,23/06/2022 00:00,2022,Battles,NAF: United Armed Forces of Novorossiya,Military Forces of Ukraine (2019-),48.567,39.3171,47,NAF: United Armed Forces of Novorossiya - Military Forces of Ukraine (2019-)
UKR61004,23/06/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.8355,36.6894,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR61003,23/06/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.8195,36.8092,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR61009,23/06/2022 00:00,2022,Battles,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.834,36.8146,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR61084,23/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.0243,37.6458,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61078,23/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.5869,37.8324,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61077,23/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.4606,36.8527,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61076,23/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.1394,37.7497,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR60906,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.5869,37.8324,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR60907,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),48.006,37.5097,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR61068,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.8359,36.688,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61071,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.5117,36.7532,5,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR60885,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),50.4243,35.4799,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR61607,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,47.7868,36.7004,2,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR61073,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.2799,35.9818,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61072,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.3718,37.8884,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61070,22/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.7788,37.0753,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61064,21/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.8359,36.688,6,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61065,21/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9808,36.2527,5,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61502,21/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Civilians (Ukraine),46.9672,32.0183,1,Military Forces of Ukraine (2019-) - Civilians (Ukraine)
UKR61042,21/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),47.1298,37.571,2,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR61504,21/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),45.2549,30.2037,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR61066,21/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.3846,36.0606,3,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61605,21/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.0464,37.9693,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR61063,21/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),50.176,36.1205,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR60941,20/06/2022 00:00,2022,Battles,Kherson Communal Militia (Ukraine),Military Forces of Russia (2000-),46.6558,32.6178,2,Kherson Communal Militia (Ukraine) - Military Forces of Russia (2000-)
UKR61060,20/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.3319,37.8358,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61061,20/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.4639,30.7386,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61503,20/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),Military Forces of Russia (2000-),45.2549,30.2037,10,Military Forces of Ukraine (2019-) - Military Forces of Russia (2000-)
UKR60883,20/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-) Air Force,Civilians (Ukraine),51.1213,35.0342,1,Military Forces of Russia (2000-) Air Force - Civilians (Ukraine)
UKR61602,20/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Ukraine (2019-),NAF: United Armed Forces of Novorossiya,48.0233,37.7276,1,Military Forces of Ukraine (2019-) - NAF: United Armed Forces of Novorossiya
UKR61062,20/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),48.3288,37.6786,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61059,20/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),47.9836,37.2823,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61039,20/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),49.9808,36.2527,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61052,19/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.8005,31.9513,2,Military Forces of Russia (2000-) - Civilians (Ukraine)
UKR61056,19/06/2022 00:00,2022,Explosions/Remote violence,Military Forces of Russia (2000-),Civilians (Ukraine),46.6128,31.5498,1,Military Forces of Russia (2000-) - Civilians (Ukraine)
