year,date_start,longitude,latitude,side_a,side_b,deaths_total,event_relevant,myanmar_gov_involved
2011,2011-04-16 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,10,1,Yes
2011,2011-06-03 00:00:00.000,98.546667,21.039444,Government of Myanmar (Burma),SSPP,20,1,Yes
2011,2011-06-18 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,3,1,Yes
2011,2011-06-28 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,1,1,Yes
2011,2011-07-01 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,31,1,Yes
2011,2011-07-07 00:00:00.000,97.300331,22.616594,Government of Myanmar (Burma),SSPP,2,1,Yes
2011,2011-07-09 00:00:00.000,97.033333,20.783333,Government of Myanmar (Burma),SSPP,8,1,Yes
2011,2011-07-27 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,1,1,Yes
2011,2011-07-27 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,1,1,Yes
2011,2011-08-13 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),SSPP,1,1,Yes
2011,2011-08-14 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,7,1,Yes
2011,2011-09-08 00:00:00.000,98.040278,22.428333,Government of Myanmar (Burma),SSPP,1,1,Yes
2011,2011-09-11 00:00:00.000,98.365374,21.906598,Government of Myanmar (Burma),SSPP,3,1,Yes
2013,2013-02-09 00:00:00.000,98.393056,22.495278,Government of Myanmar (Burma),SSPP,4,1,Yes
2013,2013-02-17 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,2,1,Yes
2013,2013-02-22 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,28,1,Yes
2013,2013-03-12 00:00:00.000,98.124877,22.547101,Government of Myanmar (Burma),SSPP,10,1,Yes
2013,2013-04-15 00:00:00.000,98.4519,22.3553,Government of Myanmar (Burma),SSPP,4,1,Yes
2013,2013-07-10 00:00:00.000,96.9562,22.094,Government of Myanmar (Burma),SSPP,3,1,Yes
2014,2014-10-02 00:00:00.000,97.82099,21.92913,Government of Myanmar (Burma),SSPP,7,1,Yes
2015,2015-02-22 00:00:00.000,98.182546,23.306511,Government of Myanmar (Burma),SSPP,2,1,Yes
2015,2015-10-01 00:00:00.000,98,22,Government of Myanmar (Burma),SSPP,40,1,Yes
2015,2015-10-06 00:00:00.000,98.132189,21.919271,Government of Myanmar (Burma),SSPP,23,1,Yes
2015,2015-10-18 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),SSPP,7,1,Yes
2015,2015-10-21 00:00:00.000,98.365374,21.906598,Government of Myanmar (Burma),SSPP,1,1,Yes
2015,2015-10-23 00:00:00.000,98.132189,21.919271,Government of Myanmar (Burma),SSPP,2,1,Yes
2015,2015-10-29 00:00:00.000,97.82099,21.92913,Government of Myanmar (Burma),SSPP,2,1,Yes
2016,2016-05-05 00:00:00.000,97.560583,22.3756,Government of Myanmar (Burma),SSPP,1,1,Yes
2016,2016-05-05 00:00:00.000,96.913549,22.599436,Government of Myanmar (Burma),SSPP,1,1,Yes
2016,2016-05-09 00:00:00.000,96.913549,22.599436,Government of Myanmar (Burma),SSPP,2,1,Yes
2018,2018-04-01 00:00:00.000,97.560583,22.3756,Government of Myanmar (Burma),SSPP,1,1,Yes
2019,2019-03-09 00:00:00.000,97.560583,22.3756,Government of Myanmar (Burma),SSPP,1,1,Yes
1994,1994-05-02 00:00:00.000,97.678028,17.836972,Government of Myanmar (Burma),PSLF,1,1,Yes
2002,2002-01-03 00:00:00.000,98,22,Government of Myanmar (Burma),PSLF,1,1,Yes
2002,2002-01-04 00:00:00.000,98,22,Government of Myanmar (Burma),PSLF,1,1,Yes
2013,2013-03-20 00:00:00.000,96.316667,25.616667,Government of Myanmar (Burma),PSLF,2,1,Yes
2013,2013-06-19 00:00:00.000,97.937993,23.457894,Government of Myanmar (Burma),PSLF,4,1,Yes
2013,2013-08-12 00:00:00.000,96.89495,22.85177,Government of Myanmar (Burma),PSLF,2,1,Yes
2013,2013-09-11 00:00:00.000,97.940278,23.456667,Government of Myanmar (Burma),PSLF,10,1,Yes
2013,2013-09-14 00:00:00.000,97.05,22.5,Government of Myanmar (Burma),PSLF,3,1,Yes
2013,2013-10-03 00:00:00.000,97.71672,20.89184,Government of Myanmar (Burma),PSLF,2,1,Yes
2013,2013-11-15 00:00:00.000,98,22,Government of Myanmar (Burma),PSLF,2,1,Yes
2013,2013-12-13 00:00:00.000,97.71672,20.89184,Government of Myanmar (Burma),PSLF,4,1,Yes
2014,2014-01-01 00:00:00.000,97.95,22.95,Government of Myanmar (Burma),PSLF,10,1,Yes
2014,2014-04-23 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),PSLF,10,1,Yes
2014,2014-05-07 00:00:00.000,98.65,23.416667,Government of Myanmar (Burma),PSLF,3,1,Yes
2014,2014-06-04 00:00:00.000,97.95,22.95,Government of Myanmar (Burma),PSLF,3,1,Yes
2014,2014-06-13 00:00:00.000,97.940278,23.456667,Government of Myanmar (Burma),PSLF,6,1,Yes
2014,2014-07-19 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),PSLF,2,1,Yes
2014,2014-08-17 00:00:00.000,97.05,22.5,Government of Myanmar (Burma),PSLF,2,1,Yes
2014,2014-08-18 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),PSLF,1,1,Yes
2015,2015-02-01 00:00:00.000,97.401111,23.0925,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-02-02 00:00:00.000,97.794534,22.967835,Government of Myanmar (Burma),PSLF,7,1,Yes
2015,2015-02-02 00:00:00.000,96.587381,23.016297,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-02-09 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),PSLF,10,1,Yes
2015,2015-02-15 00:00:00.000,98.182546,23.306511,Government of Myanmar (Burma),PSLF,6,1,Yes
2015,2015-02-21 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),PSLF,11,1,Yes
2015,2015-02-24 00:00:00.000,98.09862,23.57597,Government of Myanmar (Burma),PSLF,3,1,Yes
2015,2015-02-27 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-03-08 00:00:00.000,97.937993,23.457894,Government of Myanmar (Burma),PSLF,3,1,Yes
2015,2015-03-09 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-03-20 00:00:00.000,97.904722,23.979167,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-04-17 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-04-17 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-04-30 00:00:00.000,97.937993,23.457894,Government of Myanmar (Burma),PSLF,5,1,Yes
2015,2015-06-01 00:00:00.000,98,22,Government of Myanmar (Burma),PSLF,4,1,Yes
2015,2015-06-17 00:00:00.000,97.134812,23.03228,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-06-19 00:00:00.000,97.134812,23.03228,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-06-24 00:00:00.000,97.134812,23.03228,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-06-24 00:00:00.000,97.257543,23.378299,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-09-21 00:00:00.000,96.454553,23.14755,Government of Myanmar (Burma),PSLF,5,1,Yes
2015,2015-09-24 00:00:00.000,97.904722,23.979167,Government of Myanmar (Burma),PSLF,20,1,Yes
2015,2015-09-25 00:00:00.000,97.134812,23.03228,Government of Myanmar (Burma),PSLF,3,1,Yes
2015,2015-09-26 00:00:00.000,97.358798,23.960382,Government of Myanmar (Burma),PSLF,1,1,Yes
2015,2015-09-29 00:00:00.000,97.05,22.5,Government of Myanmar (Burma),PSLF,2,1,Yes
2015,2015-10-24 00:00:00.000,97.937993,23.457894,Government of Myanmar (Burma),PSLF,3,1,Yes
2015,2015-11-13 00:00:00.000,97.401111,23.0925,Government of Myanmar (Burma),PSLF,1,1,Yes
2016,2016-02-13 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2017,2017-01-02 00:00:00.000,97.10575,22.67593,Government of Myanmar (Burma),PSLF,4,1,Yes
2017,2017-01-05 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,2,1,Yes
2017,2017-01-20 00:00:00.000,97.83384,23.4396,Government of Myanmar (Burma),PSLF,5,1,Yes
2017,2017-01-23 00:00:00.000,97.83384,23.4396,Government of Myanmar (Burma),PSLF,8,1,Yes
2017,2017-02-14 00:00:00.000,97.626941,23.722301,Government of Myanmar (Burma),PSLF,1,1,Yes
2017,2017-04-09 00:00:00.000,96.913549,22.599436,Government of Myanmar (Burma),PSLF,3,1,Yes
2017,2017-04-29 00:00:00.000,97.538386,23.180624,Government of Myanmar (Burma),PSLF,6,1,Yes
2017,2017-05-02 00:00:00.000,97.626941,23.722301,Government of Myanmar (Burma),PSLF,1,1,Yes
2017,2017-05-03 00:00:00.000,97.680516,23.83505,Government of Myanmar (Burma),PSLF,5,1,Yes
2017,2017-06-23 00:00:00.000,97.151323,22.979572,Government of Myanmar (Burma),PSLF,7,1,Yes
2017,2017-06-26 00:00:00.000,98.24361,23.45511,Government of Myanmar (Burma),PSLF,2,1,Yes
2017,2017-07-10 00:00:00.000,97.626941,23.722301,Government of Myanmar (Burma),PSLF,1,1,Yes
2017,2017-08-05 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2018,2018-05-07 00:00:00.000,97.52127,22.98278,Government of Myanmar (Burma),PSLF,1,1,Yes
2018,2018-05-12 00:00:00.000,97.912752,23.993444,Government of Myanmar (Burma),PSLF,19,1,Yes
2018,2018-06-06 00:00:00.000,97.53712,23.1898,Government of Myanmar (Burma),PSLF,3,1,Yes
2018,2018-06-28 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2018,2018-07-11 00:00:00.000,97.626941,23.722301,Government of Myanmar (Burma),PSLF,6,1,Yes
2018,2018-07-11 00:00:00.000,97.680516,23.83505,Government of Myanmar (Burma),PSLF,1,1,Yes
2018,2018-08-17 00:00:00.000,98.107848,23.02163,Government of Myanmar (Burma),PSLF,4,1,Yes
2018,2018-08-31 00:00:00.000,98.107848,23.02163,Government of Myanmar (Burma),PSLF,4,1,Yes
2018,2018-09-03 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,5,1,Yes
2018,2018-09-04 00:00:00.000,97.047146,23.043931,Government of Myanmar (Burma),PSLF,2,1,Yes
2019,2019-02-18 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-08-15 00:00:00.000,96.468391,22.032203,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-08-15 00:00:00.000,96.835863,22.354569,Government of Myanmar (Burma),PSLF,11,1,Yes
2019,2019-08-15 00:00:00.000,96.633968,22.175979,Government of Myanmar (Burma),PSLF,3,1,Yes
2019,2019-08-17 00:00:00.000,97.751354,22.962994,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-08-18 00:00:00.000,97.751354,22.962994,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-08-20 00:00:00.000,97.938218,22.989489,Government of Myanmar (Burma),PSLF,9,1,Yes
2019,2019-08-20 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-08-24 00:00:00.000,97.811198,23.580263,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-08-26 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-08-27 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-08-31 00:00:00.000,97.931008,23.457278,Government of Myanmar (Burma),PSLF,5,1,Yes
2019,2019-09-14 00:00:00.000,97.161526,22.965028,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-09-16 00:00:00.000,96.913549,22.599436,Government of Myanmar (Burma),PSLF,2,1,Yes
2019,2019-09-17 00:00:00.000,97.151323,22.979572,Government of Myanmar (Burma),PSLF,2,1,Yes
2019,2019-10-02 00:00:00.000,96.913549,22.599436,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-10-09 00:00:00.000,97.96569,23.3026,Government of Myanmar (Burma),PSLF,3,1,Yes
2019,2019-10-16 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-11-13 00:00:00.000,98.46461,23.60177,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-11-28 00:00:00.000,97.4,23.083333,Government of Myanmar (Burma),PSLF,1,1,Yes
2019,2019-12-19 00:00:00.000,97.120372,23.25114,Government of Myanmar (Burma),PSLF,1,1,Yes
2020,2020-01-30 00:00:00.000,96.913549,22.599436,Government of Myanmar (Burma),PSLF,2,1,Yes
2020,2020-07-14 00:00:00.000,97.626941,23.722301,Government of Myanmar (Burma),PSLF,2,1,Yes
2020,2020-07-30 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),PSLF,1,1,Yes
2016,2016-10-09 00:00:00.000,92.529996,20.875369,Government of Myanmar (Burma),ARSA,9,1,Yes
2016,2016-10-09 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ARSA,2,1,Yes
2016,2016-10-09 00:00:00.000,92.399878,20.911642,Government of Myanmar (Burma),ARSA,5,1,Yes
2016,2016-10-09 00:00:00.000,92.755714,20.484947,Government of Myanmar (Burma),ARSA,1,1,Yes
2016,2016-10-10 00:00:00.000,94.25,19,Government of Myanmar (Burma),ARSA,15,1,Yes
2016,2016-10-10 00:00:00.000,94.25,19,Government of Myanmar (Burma),ARSA,2,1,Yes
2016,2016-10-11 00:00:00.000,92.3393,21.04649,Government of Myanmar (Burma),ARSA,5,1,Yes
2016,2016-10-12 00:00:00.000,94.786249,16.396698,Government of Myanmar (Burma),ARSA,10,1,Yes
2016,2016-11-01 00:00:00.000,94.25,19,Government of Myanmar (Burma),ARSA,5,1,Yes
2016,2016-11-12 00:00:00.000,94.25,19,Government of Myanmar (Burma),ARSA,2,1,Yes
2016,2016-11-13 00:00:00.000,92.360793,20.922044,Government of Myanmar (Burma),ARSA,30,1,Yes
2017,2017-06-20 00:00:00.000,92.45,20.833333,Government of Myanmar (Burma),ARSA,3,1,Yes
2017,2017-07-09 00:00:00.000,92.44686,21.15338,Government of Myanmar (Burma),ARSA,2,1,Yes
2017,2017-08-25 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ARSA,1,1,Yes
2017,2017-08-25 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ARSA,1,1,Yes
2017,2017-08-25 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ARSA,2,1,Yes
2017,2017-08-25 00:00:00.000,94.25,19,Government of Myanmar (Burma),ARSA,276,1,Yes
2017,2017-08-25 00:00:00.000,92.650177,20.432279,Government of Myanmar (Burma),ARSA,7,1,Yes
2017,2017-08-25 00:00:00.000,92.524782,20.955027,Government of Myanmar (Burma),ARSA,4,1,Yes
2017,2017-08-25 00:00:00.000,92.503402,21.009043,Government of Myanmar (Burma),ARSA,10,1,Yes
2017,2017-08-25 00:00:00.000,92.443197,20.682275,Government of Myanmar (Burma),ARSA,18,1,Yes
2017,2017-08-25 00:00:00.000,92.539136,21.088739,Government of Myanmar (Burma),ARSA,68,1,Yes
2017,2017-08-26 00:00:00.000,93.171917,20.391694,Government of Myanmar (Burma),ARSA,1,1,Yes
2020,2020-03-24 00:00:00.000,92.360793,20.922044,Government of Myanmar (Burma),ARSA,4,1,Yes
2020,2020-06-04 00:00:00.000,92.267,21.06,Government of Myanmar (Burma),ARSA,2,1,Yes
2020,2020-11-17 00:00:00.000,94.25,19,Government of Myanmar (Burma),ARSA,3,1,Yes
1989,1989-02-17 00:00:00.000,98.380556,17.128889,Government of Myanmar (Burma),KNU,20,1,Yes
1989,1989-04-18 00:00:00.000,98.380556,17.128889,Government of Myanmar (Burma),KNU,177,1,Yes
1990,1990-02-10 00:00:00.000,97.854439,19.066247,Government of Myanmar (Burma),KNU,15,1,Yes
1990,1990-05-05 00:00:00.000,98.331111,14.708333,Government of Myanmar (Burma),KNU,3,1,Yes
1990,1990-08-10 00:00:00.000,98.331111,14.708333,Government of Myanmar (Burma),KNU,1,1,Yes
2000,2000-10-30 00:00:00.000,98.690278,16.386111,Government of Myanmar (Burma),KNU,8,1,Yes
2001,2001-07-17 00:00:00.000,98.225,17.226667,Government of Myanmar (Burma),KNU,20,1,Yes
2008,2008-02-15 00:00:00.000,98.690278,16.386111,Government of Myanmar (Burma),KNU,18,1,Yes
2010,2010-11-13 00:00:00.000,98.453611,15.155528,Government of Myanmar (Burma),KNU,7,1,Yes
2001,2001-01-10 00:00:00.000,98.331111,14.708333,Government of Myanmar (Burma),God's Army,3,1,Yes
1994,1994-07-21 00:00:00.000,98.331111,14.708333,Government of Myanmar (Burma),NMSP,1,1,Yes
2005,2005-01-25 00:00:00.000,97.965302,19.308543,Government of Myanmar (Burma),KNPP,3,1,Yes
2007,2007-03-21 00:00:00.000,97.951389,18.839444,Government of Myanmar (Burma),KNPP,1,1,Yes
2001,2001-02-11 00:00:00.000,99.876167,20.433528,Government of Myanmar (Burma),RCSS,2,1,Yes
2002,2002-05-20 00:00:00.000,99.053086,20.001478,Government of Myanmar (Burma),RCSS,23,1,Yes
1995,1995-05-23 00:00:00.000,97.854439,19.066247,DKBA,KNU,3,1,No
1996,1996-01-11 00:00:00.000,98.380556,17.128889,DKBA,KNU,1,1,No
1991,1991-03-25 00:00:00.000,98.331111,14.708333,MTA,UWSA,2,1,No
