year,date_start,longitude,latitude,side_a,side_b,deaths_total,event_relevant,myanmar_gov_involved
2017,2017-01-22 00:00:00.000,98.129121,23.957135,Government of Myanmar (Burma),KIO,1,1,Yes
2017,2017-06-03 00:00:00.000,96.712445,26.509765,Government of Myanmar (Burma),KIO,19,1,Yes
2017,2017-07-09 00:00:00.000,96.712445,26.509765,Government of Myanmar (Burma),KIO,1,1,Yes
2017,2017-12-01 00:00:00.000,97.5,26,Government of Myanmar (Burma),KIO,7,1,Yes
2017,2017-12-01 00:00:00.000,97.794534,22.967835,Government of Myanmar (Burma),KIO,7,1,Yes
2017,2017-12-30 00:00:00.000,96.658273,25.918139,Government of Myanmar (Burma),KIO,1,1,Yes
2018,2018-01-26 00:00:00.000,96.712445,26.509765,Government of Myanmar (Burma),KIO,3,1,Yes
2018,2018-01-26 00:00:00.000,97.5,26,Government of Myanmar (Burma),KIO,1,1,Yes
2018,2018-04-01 00:00:00.000,97.5,26,Government of Myanmar (Burma),KIO,7,1,Yes
2018,2018-04-06 00:00:00.000,96.481155,25.679728,Government of Myanmar (Burma),KIO,3,1,Yes
2018,2018-04-11 00:00:00.000,96.712445,26.509765,Government of Myanmar (Burma),KIO,1,1,Yes
2018,2018-04-11 00:00:00.000,97.5,26,Government of Myanmar (Burma),KIO,2,1,Yes
2018,2018-06-05 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),KIO,2,1,Yes
2018,2018-06-08 00:00:00.000,96.481155,25.679728,Government of Myanmar (Burma),KIO,3,1,Yes
2018,2018-06-18 00:00:00.000,96.481155,25.679728,Government of Myanmar (Burma),KIO,3,1,Yes
2018,2018-07-22 00:00:00.000,96.712445,26.509765,Government of Myanmar (Burma),KIO,1,1,Yes
2019,2019-05-08 00:00:00.000,97.794534,22.967835,Government of Myanmar (Burma),KIO,19,1,Yes
2019,2019-06-28 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),KIO,3,1,Yes
2019,2019-07-24 00:00:00.000,98.129121,23.957135,Government of Myanmar (Burma),KIO,2,1,Yes
2019,2019-08-27 00:00:00.000,97.95851,23.47781,Government of Myanmar (Burma),KIO,1,1,Yes
2019,2019-10-14 00:00:00.000,96.313449,24.942261,Government of Myanmar (Burma),KIO,1,1,Yes
2019,2019-10-24 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),KIO,2,1,Yes
2019,2019-11-29 00:00:00.000,97.684044,25.312833,Government of Myanmar (Burma),KIO,1,1,Yes
2020,2020-02-23 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),KIO,2,1,Yes
2020,2020-06-20 00:00:00.000,97.120372,23.25114,Government of Myanmar (Burma),KIO,1,1,Yes
2020,2020-06-21 00:00:00.000,98.076855,23.574375,Government of Myanmar (Burma),KIO,1,1,Yes
2020,2020-06-29 00:00:00.000,96.764702,24.213536,Government of Myanmar (Burma),KIO,5,1,Yes
2020,2020-07-09 00:00:00.000,96.764702,24.213536,Government of Myanmar (Burma),KIO,1,1,Yes
1989,1989-07-05 00:00:00.000,97.654406,18.640867,Government of Myanmar (Burma),KNPP,10,1,Yes
1989,1989-07-09 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,2,1,Yes
1989,1989-07-09 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,6,1,Yes
1992,1992-08-01 00:00:00.000,98.331783,14.705158,Government of Myanmar (Burma),KNPP,341,1,Yes
1992,1992-08-31 00:00:00.000,97.838011,19.224233,Government of Myanmar (Burma),KNPP,15,1,Yes
1992,1992-09-01 00:00:00.000,97.838011,19.224233,Government of Myanmar (Burma),KNPP,5,1,Yes
1992,1992-09-22 00:00:00.000,97.838011,19.224233,Government of Myanmar (Burma),KNPP,25,1,Yes
1992,1992-09-22 00:00:00.000,97.838011,19.224233,Government of Myanmar (Burma),KNPP,6,1,Yes
1992,1992-10-03 00:00:00.000,98.331783,14.705158,Government of Myanmar (Burma),KNPP,12,1,Yes
1995,1995-07-27 00:00:00.000,97.840192,19.173853,Government of Myanmar (Burma),KNPP,1,1,Yes
1995,1995-09-14 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,2,1,Yes
1996,1996-01-09 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,3,1,Yes
1996,1996-02-23 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,5,1,Yes
1996,1996-02-28 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,5,1,Yes
1996,1996-03-02 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,54,1,Yes
1996,1996-03-03 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,8,1,Yes
1996,1996-03-11 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,9,1,Yes
1996,1996-03-11 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,1,1,Yes
1996,1996-03-28 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,4,1,Yes
1996,1996-04-18 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,6,1,Yes
1996,1996-04-24 00:00:00.000,97.702667,17.942742,Government of Myanmar (Burma),KNPP,6,1,Yes
1996,1996-05-01 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,5,1,Yes
1996,1996-07-15 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,1,1,Yes
1996,1996-10-05 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,17,1,Yes
1997,1997-06-16 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,7,1,Yes
1998,1998-06-12 00:00:00.000,97.840192,19.173853,Government of Myanmar (Burma),KNPP,1,1,Yes
1999,1999-07-08 00:00:00.000,97.840192,19.173853,Government of Myanmar (Burma),KNPP,9,1,Yes
1999,1999-07-09 00:00:00.000,98.331783,14.705158,Government of Myanmar (Burma),KNPP,3,1,Yes
2001,2001-02-04 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,5,1,Yes
2001,2001-02-28 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,5,1,Yes
2001,2001-09-23 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,11,1,Yes
2002,2002-06-01 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,10,1,Yes
2002,2002-06-07 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,2,1,Yes
2002,2002-06-08 00:00:00.000,97.702667,17.942742,Government of Myanmar (Burma),KNPP,2,1,Yes
2002,2002-06-10 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,2,1,Yes
2002,2002-06-11 00:00:00.000,97.209444,19.674167,Government of Myanmar (Burma),KNPP,2,1,Yes
2002,2002-06-13 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,2,1,Yes
2003,2003-08-16 00:00:00.000,97.15,18.816667,Government of Myanmar (Burma),KNPP,5,1,Yes
2004,2004-01-04 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,8,1,Yes
2004,2004-01-11 00:00:00.000,97.840192,19.173853,Government of Myanmar (Burma),KNPP,8,1,Yes
2004,2004-05-16 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,2,1,Yes
2004,2004-05-17 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,3,1,Yes
2004,2004-05-24 00:00:00.000,97.341751,19.49125,Government of Myanmar (Burma),KNPP,1,1,Yes
2005,2005-01-06 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,10,1,Yes
2005,2005-01-16 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,20,1,Yes
2005,2005-01-25 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,2,1,Yes
2006,2006-05-11 00:00:00.000,97.15,18.816667,Government of Myanmar (Burma),KNPP,5,1,Yes
2006,2006-07-31 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,1,1,Yes
2007,2007-04-08 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,1,1,Yes
2007,2007-05-09 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,2,1,Yes
2007,2007-05-15 00:00:00.000,96.875358,19.0589,Government of Myanmar (Burma),KNPP,1,1,Yes
2007,2007-06-02 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,2,1,Yes
2007,2007-06-21 00:00:00.000,98,22,Government of Myanmar (Burma),KNPP,4,1,Yes
2007,2007-10-04 00:00:00.000,97.209444,19.674167,Government of Myanmar (Burma),KNPP,3,1,Yes
2007,2007-10-13 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,1,1,Yes
2010,2010-10-16 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,2,1,Yes
2010,2010-10-26 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,4,1,Yes
2010,2010-12-24 00:00:00.000,97.341751,19.49125,Government of Myanmar (Burma),KNPP,3,1,Yes
2012,2012-01-01 00:00:00.000,97.5,19.25,Government of Myanmar (Burma),KNPP,9,1,Yes
2012,2012-01-22 00:00:00.000,97.75,17.5,Government of Myanmar (Burma),KNPP,1,1,Yes
2012,2012-06-29 00:00:00.000,97.15,18.816667,Government of Myanmar (Burma),KNPP,5,1,Yes
1993,1993-05-22 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),MTA,9,1,Yes
1993,1993-06-20 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,11,1,Yes
1993,1993-07-03 00:00:00.000,98.124239,21.646706,Government of Myanmar (Burma),MTA,90,1,Yes
1993,1993-12-14 00:00:00.000,97.702667,17.942742,Government of Myanmar (Burma),MTA,20,1,Yes
1994,1994-03-15 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,31,1,Yes
1994,1994-05-01 00:00:00.000,99.605689,21.280781,Government of Myanmar (Burma),MTA,50,1,Yes
1994,1994-05-01 00:00:00.000,99.024254,20.02271,Government of Myanmar (Burma),MTA,50,1,Yes
1994,1994-05-01 00:00:00.000,99.25,20.533333,Government of Myanmar (Burma),MTA,50,1,Yes
1994,1994-05-01 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,50,1,Yes
1994,1994-05-01 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,50,1,Yes
1994,1994-05-01 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,50,1,Yes
1994,1994-05-12 00:00:00.000,98.743889,19.9525,Government of Myanmar (Burma),MTA,38,1,Yes
1994,1994-05-12 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,38,1,Yes
1994,1994-05-12 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,5,1,Yes
1994,1994-05-15 00:00:00.000,97.563889,20.925,Government of Myanmar (Burma),MTA,36,1,Yes
1994,1994-05-19 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,17,1,Yes
1994,1994-05-22 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),MTA,1,1,Yes
1994,1994-05-29 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),MTA,7,1,Yes
1994,1994-06-06 00:00:00.000,98.743889,19.9525,Government of Myanmar (Burma),MTA,11,1,Yes
1994,1994-06-23 00:00:00.000,98.934444,20.294722,Government of Myanmar (Burma),MTA,40,1,Yes
1994,1994-07-12 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,2,1,Yes
1995,1995-02-01 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,10,1,Yes
1995,1995-03-11 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),MTA,26,1,Yes
1995,1995-03-14 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,84,1,Yes
1995,1995-03-15 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),MTA,21,1,Yes
1995,1995-03-18 00:00:00.000,99.605689,21.280781,Government of Myanmar (Burma),MTA,1,1,Yes
1995,1995-03-20 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),MTA,2,1,Yes
1995,1995-08-11 00:00:00.000,98,22,Government of Myanmar (Burma),MTA,30,1,Yes
1996,1996-05-05 00:00:00.000,98.916667,22.9,Government of Myanmar (Burma),MTA,3,1,Yes
1996,1996-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
1996,1996-09-28 00:00:00.000,98.4,21.316667,Government of Myanmar (Burma),RCSS,6,1,Yes
1996,1996-11-10 00:00:00.000,98.429888,21.304659,Government of Myanmar (Burma),RCSS,5,1,Yes
1996,1996-11-10 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,1,1,Yes
1996,1996-11-11 00:00:00.000,98.429888,21.304659,Government of Myanmar (Burma),RCSS,2,1,Yes
1996,1996-12-06 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
1996,1996-12-10 00:00:00.000,97.668024,21.272245,Government of Myanmar (Burma),RCSS,2,1,Yes
1996,1996-12-16 00:00:00.000,98.365374,21.906598,Government of Myanmar (Burma),RCSS,2,1,Yes
1996,1996-12-19 00:00:00.000,97.71672,20.89184,Government of Myanmar (Burma),RCSS,3,1,Yes
1997,1997-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,16,1,Yes
1997,1997-02-04 00:00:00.000,100.024264,21.674578,Government of Myanmar (Burma),RCSS,5,1,Yes
1997,1997-02-12 00:00:00.000,98.111969,21.102417,Government of Myanmar (Burma),RCSS,8,1,Yes
1997,1997-04-10 00:00:00.000,98.916667,22.9,Government of Myanmar (Burma),RCSS,23,1,Yes
1997,1997-11-05 00:00:00.000,97.563889,20.925,Government of Myanmar (Burma),RCSS,100,1,Yes
1998,1998-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,21,1,Yes
1998,1998-02-11 00:00:00.000,98.916667,22.9,Government of Myanmar (Burma),RCSS,4,1,Yes
1999,1999-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,19,1,Yes
1999,1999-02-26 00:00:00.000,97.840192,19.173853,Government of Myanmar (Burma),RCSS,1,1,Yes
1999,1999-05-26 00:00:00.000,98.916667,22.9,Government of Myanmar (Burma),RCSS,3,1,Yes
1999,1999-08-18 00:00:00.000,97.840192,19.173853,Government of Myanmar (Burma),RCSS,2,1,Yes
2000,2000-05-09 00:00:00.000,98.429888,21.304659,Government of Myanmar (Burma),RCSS,8,1,Yes
2000,2000-09-22 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,6,1,Yes
2000,2000-11-06 00:00:00.000,97.563889,20.925,Government of Myanmar (Burma),RCSS,50,1,Yes
2000,2000-11-13 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,5,1,Yes
2001,2001-02-05 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),RCSS,6,1,Yes
2001,2001-02-08 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,10,1,Yes
2001,2001-02-09 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),RCSS,1,1,Yes
2001,2001-02-21 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),RCSS,1,1,Yes
2001,2001-02-21 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),RCSS,10,1,Yes
2001,2001-03-02 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),RCSS,1,1,Yes
2001,2001-03-10 00:00:00.000,98.894789,20.295908,Government of Myanmar (Burma),RCSS,5,1,Yes
2001,2001-04-07 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),RCSS,2,1,Yes
2001,2001-04-07 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),RCSS,2,1,Yes
2001,2001-04-21 00:00:00.000,97.840192,19.173853,Government of Myanmar (Burma),RCSS,7,1,Yes
2001,2001-04-30 00:00:00.000,99.25,20.533333,Government of Myanmar (Burma),RCSS,35,1,Yes
2001,2001-05-03 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,35,1,Yes
2002,2002-02-05 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,7,1,Yes
2002,2002-02-08 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,5,1,Yes
2002,2002-04-11 00:00:00.000,97.71672,20.89184,Government of Myanmar (Burma),RCSS,1,1,Yes
2002,2002-05-14 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),RCSS,16,1,Yes
2002,2002-05-20 00:00:00.000,98.506111,16.686389,Government of Myanmar (Burma),RCSS,9,1,Yes
2002,2002-05-20 00:00:00.000,98.506111,16.686389,Government of Myanmar (Burma),RCSS,8,1,Yes
2002,2002-06-08 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,5,1,Yes
2002,2002-06-13 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,7,1,Yes
2002,2002-06-16 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,14,1,Yes
2002,2002-06-19 00:00:00.000,99.922778,20.875833,Government of Myanmar (Burma),RCSS,3,1,Yes
2002,2002-06-24 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,84,1,Yes
2002,2002-09-24 00:00:00.000,97.161526,22.965028,Government of Myanmar (Burma),RCSS,2,1,Yes
2004,2004-05-13 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),RCSS,5,1,Yes
2004,2004-08-06 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,4,1,Yes
2004,2004-08-12 00:00:00.000,98.429888,21.304659,Government of Myanmar (Burma),RCSS,1,1,Yes
2005,2005-07-13 00:00:00.000,99.922778,20.875833,Government of Myanmar (Burma),RCSS,11,1,Yes
2005,2005-09-19 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,8,1,Yes
2005,2005-12-27 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,8,1,Yes
2006,2006-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,4,1,Yes
2006,2006-04-21 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,4,1,Yes
2006,2006-07-20 00:00:00.000,97.530556,21.607778,Government of Myanmar (Burma),RCSS,3,1,Yes
2006,2006-09-15 00:00:00.000,99.922778,20.875833,Government of Myanmar (Burma),RCSS,19,1,Yes
2006,2006-09-27 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),RCSS,1,1,Yes
2006,2006-12-10 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),RCSS,7,1,Yes
2006,2006-12-19 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),RCSS,10,1,Yes
2007,2007-04-07 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,1,1,Yes
2007,2007-05-23 00:00:00.000,99.605689,21.280781,Government of Myanmar (Burma),RCSS,1,1,Yes
2007,2007-06-02 00:00:00.000,97.530556,21.607778,Government of Myanmar (Burma),RCSS,2,1,Yes
2007,2007-06-04 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
2007,2007-07-05 00:00:00.000,98.429888,21.304659,Government of Myanmar (Burma),RCSS,6,1,Yes
2007,2007-11-07 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,4,1,Yes
2007,2007-12-01 00:00:00.000,98.3665,20.317697,Government of Myanmar (Burma),RCSS,13,1,Yes
2008,2008-01-13 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,1,1,Yes
2008,2008-01-13 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
2008,2008-01-20 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),RCSS,7,1,Yes
2008,2008-01-29 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,1,1,Yes
2008,2008-01-29 00:00:00.000,97.840192,19.173853,Government of Myanmar (Burma),RCSS,8,1,Yes
2008,2008-03-03 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),RCSS,2,1,Yes
2008,2008-03-10 00:00:00.000,97.530556,21.607778,Government of Myanmar (Burma),RCSS,3,1,Yes
2008,2008-05-11 00:00:00.000,98.429888,21.304659,Government of Myanmar (Burma),RCSS,6,1,Yes
2008,2008-05-11 00:00:00.000,98.532075,21.286142,Government of Myanmar (Burma),RCSS,1,1,Yes
2009,2009-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,33,1,Yes
2009,2009-05-21 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,6,1,Yes
2009,2009-07-08 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
2009,2009-07-15 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),RCSS,11,1,Yes
2010,2010-03-08 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),RCSS,20,1,Yes
2010,2010-10-16 00:00:00.000,98.124239,21.646706,Government of Myanmar (Burma),RCSS,1,1,Yes
2010,2010-10-17 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,1,1,Yes
2010,2010-11-01 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,7,1,Yes
2010,2010-11-11 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,4,1,Yes
2010,2010-12-17 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,3,1,Yes
2011,2011-05-09 00:00:00.000,97.530556,21.607778,Government of Myanmar (Burma),RCSS,10,1,Yes
2011,2011-06-11 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,3,1,Yes
2011,2011-06-13 00:00:00.000,98.365374,21.906598,Government of Myanmar (Burma),RCSS,6,1,Yes
2011,2011-06-13 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
2011,2011-06-17 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),RCSS,1,1,Yes
2011,2011-06-28 00:00:00.000,98.124239,21.646706,Government of Myanmar (Burma),RCSS,1,1,Yes
2011,2011-08-03 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
2011,2011-08-09 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,4,1,Yes
2012,2012-02-01 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,3,1,Yes
2012,2012-02-17 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,1,1,Yes
2012,2012-02-21 00:00:00.000,99.880833,20.4475,Government of Myanmar (Burma),RCSS,5,1,Yes
2012,2012-03-18 00:00:00.000,97.82099,21.929133,Government of Myanmar (Burma),RCSS,1,1,Yes
2013,2013-01-05 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
2013,2013-02-24 00:00:00.000,98.1,21.1,Government of Myanmar (Burma),RCSS,5,1,Yes
2013,2013-03-11 00:00:00.000,98.429888,21.304659,Government of Myanmar (Burma),RCSS,2,1,Yes
2013,2013-05-09 00:00:00.000,96.47429,24.014802,Government of Myanmar (Burma),RCSS,12,1,Yes
2013,2013-05-10 00:00:00.000,97.681672,23.836011,Government of Myanmar (Burma),RCSS,2,1,Yes
2013,2013-08-22 00:00:00.000,99.318671,21.347307,Government of Myanmar (Burma),RCSS,5,1,Yes
2013,2013-09-10 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,2,1,Yes
2013,2013-10-10 00:00:00.000,98.429888,21.304659,Government of Myanmar (Burma),RCSS,2,1,Yes
2015,2015-09-07 00:00:00.000,97.563889,20.925,Government of Myanmar (Burma),RCSS,4,1,Yes
2015,2015-09-07 00:00:00.000,97.563889,20.925,Government of Myanmar (Burma),RCSS,2,1,Yes
2015,2015-09-08 00:00:00.000,97.483797,20.928447,Government of Myanmar (Burma),RCSS,4,1,Yes
2015,2015-09-12 00:00:00.000,97.563889,20.925,Government of Myanmar (Burma),RCSS,1,1,Yes
2015,2015-09-12 00:00:00.000,97.455961,20.812943,Government of Myanmar (Burma),RCSS,1,1,Yes
2015,2015-09-16 00:00:00.000,97.71672,20.89184,Government of Myanmar (Burma),RCSS,2,1,Yes
2015,2015-09-20 00:00:00.000,98,22,Government of Myanmar (Burma),RCSS,1,1,Yes
2015,2015-09-21 00:00:00.000,97.71672,20.89184,Government of Myanmar (Burma),RCSS,2,1,Yes
2015,2015-11-14 00:00:00.000,97.668024,21.272245,Government of Myanmar (Burma),RCSS,2,1,Yes
2015,2015-12-31 00:00:00.000,99.627661,21.108109,Government of Myanmar (Burma),RCSS,1,1,Yes
2018,2018-01-03 00:00:00.000,97.478839,21.032392,Government of Myanmar (Burma),RCSS,1,1,Yes
2018,2018-01-21 00:00:00.000,97.054425,22.621724,Government of Myanmar (Burma),RCSS,2,1,Yes
2018,2018-07-09 00:00:00.000,97.530556,21.607778,Government of Myanmar (Burma),RCSS,1,1,Yes
2020,2020-02-27 00:00:00.000,97.530556,21.607778,Government of Myanmar (Burma),RCSS,2,1,Yes
2020,2020-06-29 00:00:00.000,96.913549,22.599436,Government of Myanmar (Burma),RCSS,1,1,Yes
2020,2020-06-30 00:00:00.000,96.913549,22.599436,Government of Myanmar (Burma),RCSS,1,1,Yes
1997,1997-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),UWSA,34,1,Yes
1997,1997-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),UWSA,33,1,Yes
1997,1997-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),UWSA,33,1,Yes
1997,1997-06-15 00:00:00.000,99.0525,20.001944,Government of Myanmar (Burma),UWSA,30,1,Yes
2003,2003-04-07 00:00:00.000,98.934444,20.294722,Government of Myanmar (Burma),UWSA,9,1,Yes
2004,2004-12-23 00:00:00.000,99.25,20.533333,Government of Myanmar (Burma),UWSA,2,1,Yes
2009,2009-02-02 00:00:00.000,98.751875,23.425264,Government of Myanmar (Burma),UWSA,12,1,Yes
2011,2011-05-05 00:00:00.000,98,22,Government of Myanmar (Burma),UWSA,1,1,Yes
2015,2015-09-23 00:00:00.000,98.934444,20.294722,Government of Myanmar (Burma),UWSA,1,1,Yes
2009,2009-01-01 00:00:00.000,98,22,Government of Myanmar (Burma),MNDAA,26,1,Yes
2009,2009-08-27 00:00:00.000,98,22,Government of Myanmar (Burma),MNDAA,23,1,Yes
2009,2009-08-27 00:00:00.000,98,22,Government of Myanmar (Burma),MNDAA,13,1,Yes
2009,2009-08-27 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,3,1,Yes
2009,2009-08-27 00:00:00.000,98,22,Government of Myanmar (Burma),MNDAA,1,1,Yes
2009,2009-08-28 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,4,1,Yes
2009,2009-08-28 00:00:00.000,98,22,Government of Myanmar (Burma),MNDAA,4,1,Yes
2009,2009-08-28 00:00:00.000,98,22,Government of Myanmar (Burma),MNDAA,4,1,Yes
2010,2010-02-15 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,1,1,Yes
2014,2014-11-19 00:00:00.000,97.702667,17.942742,Government of Myanmar (Burma),MNDAA,60,1,Yes
2014,2014-12-10 00:00:00.000,98.65,23.416667,Government of Myanmar (Burma),MNDAA,7,1,Yes
2015,2015-02-01 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-02-09 00:00:00.000,97.794534,22.967835,Government of Myanmar (Burma),MNDAA,14,1,Yes
2015,2015-02-09 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,2,1,Yes
2015,2015-02-09 00:00:00.000,97.95,22.95,Government of Myanmar (Burma),MNDAA,21,1,Yes
2015,2015-02-09 00:00:00.000,97.794534,22.967835,Government of Myanmar (Burma),MNDAA,4,1,Yes
2015,2015-02-09 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,47,1,Yes
2015,2015-02-10 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,1,1,Yes
2015,2015-02-11 00:00:00.000,98.765042,23.690225,Government of Myanmar (Burma),MNDAA,7,1,Yes
2015,2015-02-14 00:00:00.000,98.75,23.7,Government of Myanmar (Burma),MNDAA,2,1,Yes
